,CUERPO,PROVINCIA,LOCALIDAD,CENTRO,PUESTO,PLAZAS
177,MAESTROS,ALMERÍA,AGUADULCE,04006410-C.E.I.P. VIRGILIO VALDIVIA,00597038-EDUCACIÓN PRIMARIA,4
178,MAESTROS,ALMERÍA,AGUADULCE,04006410-C.E.I.P. VIRGILIO VALDIVIA,11597034-EDUC. FISICA (PRIMARIA)- BILINGÜE INGLÉS,1
179,MAESTROS,ALMERÍA,AGUADULCE,04006410-C.E.I.P. VIRGILIO VALDIVIA,11597035-MÚSICA (PRIMARIA) - BILINGÜE INGLÉS,1
180,MAESTROS,ALMERÍA,AGUADULCE,04006410-C.E.I.P. VIRGILIO VALDIVIA,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,4
181,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04010061-E.O.E. AGUADULCE,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,10
182,MAESTROS,ALMERÍA,AGUADULCE,04010061-E.O.E. AGUADULCE,00597037-AUDICIÓN Y LENGUAJE,2
183,MAESTROS,ALMERÍA,AGUADULCE,04601646-C.E.I.P. BLAS INFANTE,00597031-EDUCACIÓN INFANTIL,7
184,MAESTROS,ALMERÍA,AGUADULCE,04601646-C.E.I.P. BLAS INFANTE,00597032-LENGUA EXTRANJERA-INGLÉS,2
185,MAESTROS,ALMERÍA,AGUADULCE,04601646-C.E.I.P. BLAS INFANTE,00597033-LENGUA EXTRANJERA-FRANCÉS,1
186,MAESTROS,ALMERÍA,AGUADULCE,04601646-C.E.I.P. BLAS INFANTE,00597036-PEDAGOGÍA TERAPÉUTICA,1
187,MAESTROS,ALMERÍA,AGUADULCE,04601646-C.E.I.P. BLAS INFANTE,00597038-EDUCACIÓN PRIMARIA,4
188,MAESTROS,ALMERÍA,AGUADULCE,04601646-C.E.I.P. BLAS INFANTE,10597035-MÚSICA (PRIMARIA) - BILINGÜE FRANCÉS,1
189,MAESTROS,ALMERÍA,AGUADULCE,04601646-C.E.I.P. BLAS INFANTE,11597034-EDUC. FISICA (PRIMARIA)- BILINGÜE INGLÉS,1
190,MAESTROS,ALMERÍA,AGUADULCE,04601646-C.E.I.P. BLAS INFANTE,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,4
191,MAESTROS,ALMERÍA,AGUADULCE,04602158-C.E.I.P. FRANCISCO SÁIZ SANZ,00597031-EDUCACIÓN INFANTIL,6
192,MAESTROS,ALMERÍA,AGUADULCE,04602158-C.E.I.P. FRANCISCO SÁIZ SANZ,00597032-LENGUA EXTRANJERA-INGLÉS,2
193,MAESTROS,ALMERÍA,AGUADULCE,04602158-C.E.I.P. FRANCISCO SÁIZ SANZ,00597033-LENGUA EXTRANJERA-FRANCÉS,1
194,MAESTROS,ALMERÍA,AGUADULCE,04602158-C.E.I.P. FRANCISCO SÁIZ SANZ,00597034-EDUCACIÓN FÍSICA,1
195,MAESTROS,ALMERÍA,AGUADULCE,04602158-C.E.I.P. FRANCISCO SÁIZ SANZ,00597035-MÚSICA,1
196,MAESTROS,ALMERÍA,AGUADULCE,04602158-C.E.I.P. FRANCISCO SÁIZ SANZ,00597036-PEDAGOGÍA TERAPÉUTICA,1
197,MAESTROS,ALMERÍA,AGUADULCE,04602158-C.E.I.P. FRANCISCO SÁIZ SANZ,00597038-EDUCACIÓN PRIMARIA,9
198,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590001-FILOSOFIA P.E.S.,3
199,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590003-LATIN P.E.S.,1
200,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,6
201,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590005-GEOGRAFIA E HISTORIA P.E.S.,3
202,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590006-MATEMATICAS P.E.S.,7
203,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590007-FISICA Y QUIMICA P.E.S.,2
204,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,2
205,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590009-DIBUJO P.E.S.,2
206,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590010-FRANCES P.E.S.,2
207,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590011-INGLES P.E.S.,6
208,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590017-EDUCACION FISICA P.E.S.,2
209,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1
210,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590019-TECNOLOGIA P.E.S.,1
211,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590061-ECONOMIA P.E.S.,2
212,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590105-FORMACION Y ORIENTACION LABORAL P.E.S.,3
213,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590107-INFORMATICA P.E.S.,19
214,PROFESORES TEC. DE FORMACION PROFESIONAL,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00591227-SISTEMAS Y APLIC. INFORMATICOS P.T.F.P.,10
215,MAESTROS,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1
216,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,2
217,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,11590007-FISICA Y QUIMICA (INGLES) P.E.S.,2
218,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.,1
219,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,11590016-MUSICA (INGLES) P.E.S.,1
220,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,11590019-TECNOLOGIA (INGLES) P.E.S.,1
221,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,11590107-INFORMATICA (INGLES) P.E.S.,2
222,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,4
223,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00590005-GEOGRAFIA E HISTORIA P.E.S.,1
224,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00590006-MATEMATICAS P.E.S.,3
225,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00590007-FISICA Y QUIMICA P.E.S.,2
226,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,2
227,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00590009-DIBUJO P.E.S.,1
228,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00590010-FRANCES P.E.S.,1
229,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00590011-INGLES P.E.S.,3
230,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00590016-MUSICA P.E.S.,1
231,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1
232,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00590019-TECNOLOGIA P.E.S.,1
233,MAESTROS,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00597021-CIENCIAS SOCIALES-GEOGRAFÍA E HISTORIA,1
234,MAESTROS,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00597025-IDIOMA EXTRANJERO-INGLÉS (SECUNDARIA),1
235,MAESTROS,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00597026-IDIOMA EXTRANJERO-FRANCÉS (SECUNDARIA),1
236,MAESTROS,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00597027-EDUCACIÓN FÍSICA (SECUNDARIA),1
237,MAESTROS,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00597060-PEDAGOGÍA TERAPÉUTICA ESO,2
238,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,1
239,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,11590006-MATEMATICAS (INGLES) P.E.S.,1
240,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.,1
241,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,11590017-EDUCACION FISICA (INGLES) P.E.S.,1
242,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,11590019-TECNOLOGIA (INGLES) P.E.S.,1
243,MAESTROS,ALMERÍA,ALBÁNCHEZ,04601981-C.P.R. FILABRES,00597023-MATEMÁTICAS,1
244,MAESTROS,ALMERÍA,ALBÁNCHEZ,04601981-C.P.R. FILABRES,00597031-EDUCACIÓN INFANTIL,2
245,MAESTROS,ALMERÍA,ALBÁNCHEZ,04601981-C.P.R. FILABRES,00597032-LENGUA EXTRANJERA-INGLÉS,2
246,MAESTROS,ALMERÍA,ALBÁNCHEZ,04601981-C.P.R. FILABRES,00597033-LENGUA EXTRANJERA-FRANCÉS,1
247,MAESTROS,ALMERÍA,ALBÁNCHEZ,04601981-C.P.R. FILABRES,00597034-EDUCACIÓN FÍSICA,1
248,MAESTROS,ALMERÍA,ALBÁNCHEZ,04601981-C.P.R. FILABRES,00597035-MÚSICA,1
249,MAESTROS,ALMERÍA,ALBÁNCHEZ,04601981-C.P.R. FILABRES,00597038-EDUCACIÓN PRIMARIA,2
250,MAESTROS,ALMERÍA,ALBOLODUY,04008686-C.P.R. AZAHAR,00597031-EDUCACIÓN INFANTIL,1
251,MAESTROS,ALMERÍA,ALBOLODUY,04008686-C.P.R. AZAHAR,00597032-LENGUA EXTRANJERA-INGLÉS,1
252,MAESTROS,ALMERÍA,ALBOLODUY,04008686-C.P.R. AZAHAR,00597034-EDUCACIÓN FÍSICA,1
253,MAESTROS,ALMERÍA,ALBOLODUY,04008686-C.P.R. AZAHAR,00597035-MÚSICA,1
254,MAESTROS,ALMERÍA,ALBOLODUY,04008686-C.P.R. AZAHAR,00597038-EDUCACIÓN PRIMARIA,4
255,MAESTROS,ALMERÍA,ALBOX,04000213-C.E.I.P. VELÁZQUEZ,00597031-EDUCACIÓN INFANTIL,7
256,MAESTROS,ALMERÍA,ALBOX,04000213-C.E.I.P. VELÁZQUEZ,00597032-LENGUA EXTRANJERA-INGLÉS,2
257,MAESTROS,ALMERÍA,ALBOX,04000213-C.E.I.P. VELÁZQUEZ,00597033-LENGUA EXTRANJERA-FRANCÉS,1
258,MAESTROS,ALMERÍA,ALBOX,04000213-C.E.I.P. VELÁZQUEZ,00597036-PEDAGOGÍA TERAPÉUTICA,2
259,MAESTROS,ALMERÍA,ALBOX,04000213-C.E.I.P. VELÁZQUEZ,00597037-AUDICIÓN Y LENGUAJE,1
260,MAESTROS,ALMERÍA,ALBOX,04000213-C.E.I.P. VELÁZQUEZ,00597038-EDUCACIÓN PRIMARIA,6
261,MAESTROS,ALMERÍA,ALBOX,04000213-C.E.I.P. VELÁZQUEZ,11597034-EDUC. FISICA (PRIMARIA)- BILINGÜE INGLÉS,1
262,MAESTROS,ALMERÍA,ALBOX,04000213-C.E.I.P. VELÁZQUEZ,11597035-MÚSICA (PRIMARIA) - BILINGÜE INGLÉS,1
263,MAESTROS,ALMERÍA,ALBOX,04000213-C.E.I.P. VELÁZQUEZ,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,4
264,MAESTROS,ALMERÍA,ALBOX,04000225-C.E.I.P. VIRGEN DEL SALIENTE,00597031-EDUCACIÓN INFANTIL,9
265,MAESTROS,ALMERÍA,ALBOX,04000225-C.E.I.P. VIRGEN DEL SALIENTE,00597032-LENGUA EXTRANJERA-INGLÉS,2
266,MAESTROS,ALMERÍA,ALBOX,04000225-C.E.I.P. VIRGEN DEL SALIENTE,00597033-LENGUA EXTRANJERA-FRANCÉS,1
267,MAESTROS,ALMERÍA,ALBOX,04000225-C.E.I.P. VIRGEN DEL SALIENTE,00597034-EDUCACIÓN FÍSICA,2
268,MAESTROS,ALMERÍA,ALBOX,04000225-C.E.I.P. VIRGEN DEL SALIENTE,00597035-MÚSICA,1
269,MAESTROS,ALMERÍA,ALBOX,04000225-C.E.I.P. VIRGEN DEL SALIENTE,00597036-PEDAGOGÍA TERAPÉUTICA,1
270,MAESTROS,ALMERÍA,ALBOX,04000225-C.E.I.P. VIRGEN DEL SALIENTE,00597038-EDUCACIÓN PRIMARIA,7
271,MAESTROS,ALMERÍA,ALBOX,04000225-C.E.I.P. VIRGEN DEL SALIENTE,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,6
272,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590001-FILOSOFIA P.E.S.,1
273,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,5
274,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590005-GEOGRAFIA E HISTORIA P.E.S.,2
275,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590006-MATEMATICAS P.E.S.,3
276,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590007-FISICA Y QUIMICA P.E.S.,1
277,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,2
278,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590010-FRANCES P.E.S.,3
279,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590011-INGLES P.E.S.,3
280,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590016-MUSICA P.E.S.,1
281,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590017-EDUCACION FISICA P.E.S.,1
282,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1
283,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590019-TECNOLOGIA P.E.S.,1
284,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590103-ASESORIA Y PROC. IMAGEN PERSONAL P.E.S.,1
285,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590105-FORMACION Y ORIENTACION LABORAL P.E.S.,1
286,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590107-INFORMATICA P.E.S.,2
287,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590803-CULTURA CLASICA P.E.S.,1
288,PROFESORES TEC. DE FORMACION PROFESIONAL,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00591218-PELUQUERIA P.T.F.P.,2
289,PROFESORES TEC. DE FORMACION PROFESIONAL,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00591227-SISTEMAS Y APLIC. INFORMATICOS P.T.F.P.,1
290,MAESTROS,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1
291,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,10590005-GEOGRAFIA E HISTORIA (FRANCES) P.E.S.,1
292,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,10590007-FISICA Y QUIMICA (FRANCES) P.E.S.,1
293,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,10590008-BIOLOGIA Y GEOLOGIA (FRANCES) P.E.S.,1
294,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,10590009-DIBUJO (FRANCES) P.E.S.,1
295,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,11590006-MATEMATICAS (INGLES) P.E.S.,2
296,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,11590017-EDUCACION FISICA (INGLES) P.E.S.,1
297,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590001-FILOSOFIA P.E.S.,1
298,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,5
299,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590005-GEOGRAFIA E HISTORIA P.E.S.,4
300,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590006-MATEMATICAS P.E.S.,5
301,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590007-FISICA Y QUIMICA P.E.S.,1
302,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,2
303,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590009-DIBUJO P.E.S.,1
304,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590010-FRANCES P.E.S.,1
305,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590011-INGLES P.E.S.,5
306,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590016-MUSICA P.E.S.,1
307,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1
308,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590061-ECONOMIA P.E.S.,1
309,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590101-ADMINISTRACION DE EMPRESAS P.E.S.,3
310,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590105-FORMACION Y ORIENTACION LABORAL P.E.S.,1
311,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590107-INFORMATICA P.E.S.,1
312,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590111-ORG. Y PROCESOS MANTEN. VEHICULOS P.E.S.,1
313,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590803-CULTURA CLASICA P.E.S.,1
314,PROFESORES TEC. DE FORMACION PROFESIONAL,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00591209-MANTENIMIENTO DE VEHICULOS P.T.F.P.,4
315,PROFESORES TEC. DE FORMACION PROFESIONAL,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00591222-PROC. GESTION ADMINISTRATIVA P.T.F.P.,2
316,MAESTROS,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00597041-PROGRAMAS CUALIFICACIÓN PROF. INICIAL,1
317,MAESTROS,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00597060-PEDAGOGÍA TERAPÉUTICA ESO,2
318,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,1
319,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,11590006-MATEMATICAS (INGLES) P.E.S.,1
320,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,11590017-EDUCACION FISICA (INGLES) P.E.S.,1
321,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,11590019-TECNOLOGIA (INGLES) P.E.S.,2
322,PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,11590101-ADMINISTRACION EMPRESAS (INGLES)P.E.S.,1
323,MAESTROS,ALMERÍA,ALBOX,04500908-C.E.PER. BLAS INFANTE,00597038-EDUCACIÓN PRIMARIA,1
324,MAESTROS,ALMERÍA,ALBOX,04601993-C.P.R. MEDIO ALMANZORA II,00597031-EDUCACIÓN INFANTIL,4
325,MAESTROS,ALMERÍA,ALBOX,04601993-C.P.R. MEDIO ALMANZORA II,00597032-LENGUA EXTRANJERA-INGLÉS,2
326,MAESTROS,ALMERÍA,ALBOX,04601993-C.P.R. MEDIO ALMANZORA II,00597033-LENGUA EXTRANJERA-FRANCÉS,1
327,MAESTROS,ALMERÍA,ALBOX,04601993-C.P.R. MEDIO ALMANZORA II,00597034-EDUCACIÓN FÍSICA,2
328,MAESTROS,ALMERÍA,ALBOX,04601993-C.P.R. MEDIO ALMANZORA II,00597035-MÚSICA,1
329,MAESTROS,ALMERÍA,ALBOX,04601993-C.P.R. MEDIO ALMANZORA II,00597038-EDUCACIÓN PRIMARIA,7
330,PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,ALMERÍA,ALBOX,04700201-C.E.M. EMILIA PEÑA,00594410-FLAUTA TRAVESERA P.M.A.E.,1
331,PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,ALMERÍA,ALBOX,04700201-C.E.M. EMILIA PEÑA,00594414-GUITARRA P.M.A.E.,1
332,PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,ALMERÍA,ALBOX,04700201-C.E.M. EMILIA PEÑA,00594423-PIANO P.M.A.E.,1
333,PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,ALMERÍA,ALBOX,04700201-C.E.M. EMILIA PEÑA,00594460-LENGUAJE MUSICAL P.M.A.E.,1
334,MAESTROS,ALMERÍA,ALCOLEA,04602092-C.P.R. ALCOLEA-FONDÓN,00597031-EDUCACIÓN INFANTIL,2
335,MAESTROS,ALMERÍA,ALCOLEA,04602092-C.P.R. ALCOLEA-FONDÓN,00597032-LENGUA EXTRANJERA-INGLÉS,1
336,MAESTROS,ALMERÍA,ALCOLEA,04602092-C.P.R. ALCOLEA-FONDÓN,00597034-EDUCACIÓN FÍSICA,1
337,MAESTROS,ALMERÍA,ALCOLEA,04602092-C.P.R. ALCOLEA-FONDÓN,00597035-MÚSICA,1
338,MAESTROS,ALMERÍA,ALCOLEA,04602092-C.P.R. ALCOLEA-FONDÓN,00597038-EDUCACIÓN PRIMARIA,1
339,MAESTROS,ALMERÍA,ALHABIA,04000365-C.E.I.P. JUAN XXIII,00597031-EDUCACIÓN INFANTIL,2
340,MAESTROS,ALMERÍA,ALHABIA,04000365-C.E.I.P. JUAN XXIII,00597032-LENGUA EXTRANJERA-INGLÉS,1
341,MAESTROS,ALMERÍA,ALHABIA,04000365-C.E.I.P. JUAN XXIII,00597034-EDUCACIÓN FÍSICA,1
342,MAESTROS,ALMERÍA,ALHABIA,04000365-C.E.I.P. JUAN XXIII,00597035-MÚSICA,1
343,MAESTROS,ALMERÍA,ALHABIA,04000365-C.E.I.P. JUAN XXIII,00597038-EDUCACIÓN PRIMARIA,1
