,CUERPO,PROVINCIA,LOCALIDAD,CENTRO,PUESTO,PLAZAS
4695,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11002213-I.E.S. POETA GARCÍA GUTIÉRREZ,12590017-EDUCACION FISICA (ALEMAN) P.E.S.,1
4696,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11002225-C.E.I.P. SERAFINA ANDRADES,00597031-EDUCACIÓN INFANTIL,3
4697,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11002225-C.E.I.P. SERAFINA ANDRADES,00597032-LENGUA EXTRANJERA-INGLÉS,1
4698,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11002225-C.E.I.P. SERAFINA ANDRADES,00597034-EDUCACIÓN FÍSICA,1
4699,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11002225-C.E.I.P. SERAFINA ANDRADES,00597035-MÚSICA,1
4700,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11002225-C.E.I.P. SERAFINA ANDRADES,00597036-PEDAGOGÍA TERAPÉUTICA,1
4701,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11002225-C.E.I.P. SERAFINA ANDRADES,00597038-EDUCACIÓN PRIMARIA,2
4702,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11002225-C.E.I.P. SERAFINA ANDRADES,00597039-LENGUA EXTRANJERA-ALEMÁN,1
4703,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11002225-C.E.I.P. SERAFINA ANDRADES,12597038-EDUCACIÓN PRIMARIA - BILINGÜE ALEMÁN,2
4704,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006528-C.E.I.P. LA BARROSA,00597031-EDUCACIÓN INFANTIL,10
4705,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006528-C.E.I.P. LA BARROSA,00597032-LENGUA EXTRANJERA-INGLÉS,2
4706,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006528-C.E.I.P. LA BARROSA,00597033-LENGUA EXTRANJERA-FRANCÉS,1
4707,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006528-C.E.I.P. LA BARROSA,00597034-EDUCACIÓN FÍSICA,2
4708,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006528-C.E.I.P. LA BARROSA,00597035-MÚSICA,1
4709,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006528-C.E.I.P. LA BARROSA,00597036-PEDAGOGÍA TERAPÉUTICA,1
4710,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006528-C.E.I.P. LA BARROSA,00597037-AUDICIÓN Y LENGUAJE,1
4711,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006528-C.E.I.P. LA BARROSA,00597038-EDUCACIÓN PRIMARIA,12
4712,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006747-C.E.I.P. AL-ÁNDALUS,00597031-EDUCACIÓN INFANTIL,9
4713,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006747-C.E.I.P. AL-ÁNDALUS,00597032-LENGUA EXTRANJERA-INGLÉS,2
4714,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006747-C.E.I.P. AL-ÁNDALUS,00597033-LENGUA EXTRANJERA-FRANCÉS,1
4715,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006747-C.E.I.P. AL-ÁNDALUS,00597034-EDUCACIÓN FÍSICA,2
4716,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006747-C.E.I.P. AL-ÁNDALUS,00597036-PEDAGOGÍA TERAPÉUTICA,2
4717,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006747-C.E.I.P. AL-ÁNDALUS,00597037-AUDICIÓN Y LENGUAJE,1
4718,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006747-C.E.I.P. AL-ÁNDALUS,00597038-EDUCACIÓN PRIMARIA,6
4719,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006747-C.E.I.P. AL-ÁNDALUS,11597035-MÚSICA (PRIMARIA) - BILINGÜE INGLÉS,1
4720,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006747-C.E.I.P. AL-ÁNDALUS,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,6
4721,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006759-C.E.I.P. MAESTRA CARMEN SEDOFEITO,00597031-EDUCACIÓN INFANTIL,7
4722,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006759-C.E.I.P. MAESTRA CARMEN SEDOFEITO,00597032-LENGUA EXTRANJERA-INGLÉS,3
4723,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006759-C.E.I.P. MAESTRA CARMEN SEDOFEITO,00597033-LENGUA EXTRANJERA-FRANCÉS,1
4724,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006759-C.E.I.P. MAESTRA CARMEN SEDOFEITO,00597034-EDUCACIÓN FÍSICA,2
4725,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006759-C.E.I.P. MAESTRA CARMEN SEDOFEITO,00597035-MÚSICA,1
4726,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006759-C.E.I.P. MAESTRA CARMEN SEDOFEITO,00597036-PEDAGOGÍA TERAPÉUTICA,2
4727,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006759-C.E.I.P. MAESTRA CARMEN SEDOFEITO,00597037-AUDICIÓN Y LENGUAJE,1
4728,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006759-C.E.I.P. MAESTRA CARMEN SEDOFEITO,00597038-EDUCACIÓN PRIMARIA,12
4729,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006917-C.E.I.P. LA ATLÁNTIDA,00597031-EDUCACIÓN INFANTIL,7
4730,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006917-C.E.I.P. LA ATLÁNTIDA,00597032-LENGUA EXTRANJERA-INGLÉS,2
4731,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006917-C.E.I.P. LA ATLÁNTIDA,00597033-LENGUA EXTRANJERA-FRANCÉS,1
4732,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006917-C.E.I.P. LA ATLÁNTIDA,00597034-EDUCACIÓN FÍSICA,2
4733,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006917-C.E.I.P. LA ATLÁNTIDA,00597035-MÚSICA,1
4734,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006917-C.E.I.P. LA ATLÁNTIDA,00597036-PEDAGOGÍA TERAPÉUTICA,2
4735,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006917-C.E.I.P. LA ATLÁNTIDA,00597037-AUDICIÓN Y LENGUAJE,1
4736,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11006917-C.E.I.P. LA ATLÁNTIDA,00597038-EDUCACIÓN PRIMARIA,11
4737,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00590001-FILOSOFIA P.E.S.,3
4738,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,9
4739,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00590005-GEOGRAFIA E HISTORIA P.E.S.,4
4740,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00590006-MATEMATICAS P.E.S.,6
4741,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00590007-FISICA Y QUIMICA P.E.S.,4
4742,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,4
4743,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00590009-DIBUJO P.E.S.,2
4744,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00590010-FRANCES P.E.S.,3
4745,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00590011-INGLES P.E.S.,7
4746,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00590016-MUSICA P.E.S.,2
4747,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00590017-EDUCACION FISICA P.E.S.,2
4748,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,2
4749,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00590019-TECNOLOGIA P.E.S.,3
4750,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00590061-ECONOMIA P.E.S.,2
4751,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00590103-ASESORIA Y PROC. IMAGEN PERSONAL P.E.S.,2
4752,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00590105-FORMACION Y ORIENTACION LABORAL P.E.S.,4
4753,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00590107-INFORMATICA P.E.S.,5
4754,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00590115-PROCESOS DE PRODUCCION AGRARIA P.E.S.,2
4755,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00590125-SIST. ELECTROTECNICOS Y AUTOM. P.E.S.,3
4756,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00590803-CULTURA CLASICA P.E.S.,1
4757,PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00591203-ESTETICA P.T.F.P.,2
4758,PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00591204-FABRIC. E INST. CARPINT. MUEBLE P.T.F.P.,1
4759,PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00591206-INSTALACIONES ELECTROTECNICAS P.T.F.P.,5
4760,PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00591216-OPERAC. Y EQUIPOS PROD. AGRARIA P.T.F.P.,5
4761,PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00591218-PELUQUERIA P.T.F.P.,4
4762,PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00591227-SISTEMAS Y APLIC. INFORMATICOS P.T.F.P.,3
4763,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00597023-MATEMÁTICAS,1
4764,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00597041-PROGRAMAS CUALIFICACIÓN PROF. INICIAL,1
4765,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,00597060-PEDAGOGÍA TERAPÉUTICA ESO,2
4766,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,10590005-GEOGRAFIA E HISTORIA (FRANCES) P.E.S.,1
4767,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,10590006-MATEMATICAS (FRANCES) P.E.S.,2
4768,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11007582-I.E.S. PABLO RUIZ PICASSO,10590017-EDUCACION FISICA (FRANCES) P.E.S.,1
4769,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11007843-C.E.I.P. EL CASTILLO,00597031-EDUCACIÓN INFANTIL,3
4770,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11007843-C.E.I.P. EL CASTILLO,00597032-LENGUA EXTRANJERA-INGLÉS,1
4771,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11007843-C.E.I.P. EL CASTILLO,00597034-EDUCACIÓN FÍSICA,1
4772,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11007843-C.E.I.P. EL CASTILLO,00597035-MÚSICA,1
4773,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11007843-C.E.I.P. EL CASTILLO,00597036-PEDAGOGÍA TERAPÉUTICA,1
4774,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11007843-C.E.I.P. EL CASTILLO,00597038-EDUCACIÓN PRIMARIA,2
4775,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11007843-C.E.I.P. EL CASTILLO,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,2
4776,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11008321-C.E.I.P. FEDERICO GARCÍA LORCA,00597031-EDUCACIÓN INFANTIL,6
4777,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11008321-C.E.I.P. FEDERICO GARCÍA LORCA,00597032-LENGUA EXTRANJERA-INGLÉS,2
4778,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11008321-C.E.I.P. FEDERICO GARCÍA LORCA,00597033-LENGUA EXTRANJERA-FRANCÉS,1
4779,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11008321-C.E.I.P. FEDERICO GARCÍA LORCA,00597034-EDUCACIÓN FÍSICA,1
4780,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11008321-C.E.I.P. FEDERICO GARCÍA LORCA,00597035-MÚSICA,1
4781,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11008321-C.E.I.P. FEDERICO GARCÍA LORCA,00597036-PEDAGOGÍA TERAPÉUTICA,2
4782,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11008321-C.E.I.P. FEDERICO GARCÍA LORCA,00597037-AUDICIÓN Y LENGUAJE,1
4783,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11008321-C.E.I.P. FEDERICO GARCÍA LORCA,00597038-EDUCACIÓN PRIMARIA,8
4784,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11020033-E.O.E. CHICLANA DE LA FRONTERA,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,7
4785,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11020033-E.O.E. CHICLANA DE LA FRONTERA,00597037-AUDICIÓN Y LENGUAJE,1
4786,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11500468-C.E.PER. DIONISIO MONTERO,00597032-LENGUA EXTRANJERA-INGLÉS,3
4787,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11500468-C.E.PER. DIONISIO MONTERO,00597038-EDUCACIÓN PRIMARIA,6
4788,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11602851-C.E.I.P. PROFESOR TIERNO GALVÁN,00597031-EDUCACIÓN INFANTIL,7
4789,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11602851-C.E.I.P. PROFESOR TIERNO GALVÁN,00597032-LENGUA EXTRANJERA-INGLÉS,2
4790,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11602851-C.E.I.P. PROFESOR TIERNO GALVÁN,00597033-LENGUA EXTRANJERA-FRANCÉS,1
4791,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11602851-C.E.I.P. PROFESOR TIERNO GALVÁN,00597035-MÚSICA,1
4792,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11602851-C.E.I.P. PROFESOR TIERNO GALVÁN,00597036-PEDAGOGÍA TERAPÉUTICA,1
4793,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11602851-C.E.I.P. PROFESOR TIERNO GALVÁN,00597037-AUDICIÓN Y LENGUAJE,1
4794,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11602851-C.E.I.P. PROFESOR TIERNO GALVÁN,00597038-EDUCACIÓN PRIMARIA,5
4795,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11602851-C.E.I.P. PROFESOR TIERNO GALVÁN,11597034-EDUC. FISICA (PRIMARIA)- BILINGÜE INGLÉS,1
4796,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11602851-C.E.I.P. PROFESOR TIERNO GALVÁN,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,4
4797,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603312-C.E.I.P. EL MAYORAZGO,00597031-EDUCACIÓN INFANTIL,6
4798,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603312-C.E.I.P. EL MAYORAZGO,00597032-LENGUA EXTRANJERA-INGLÉS,2
4799,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603312-C.E.I.P. EL MAYORAZGO,00597033-LENGUA EXTRANJERA-FRANCÉS,1
4800,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603312-C.E.I.P. EL MAYORAZGO,00597034-EDUCACIÓN FÍSICA,1
4801,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603312-C.E.I.P. EL MAYORAZGO,00597035-MÚSICA,1
4802,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603312-C.E.I.P. EL MAYORAZGO,00597036-PEDAGOGÍA TERAPÉUTICA,1
4803,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603312-C.E.I.P. EL MAYORAZGO,00597037-AUDICIÓN Y LENGUAJE,1
4804,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603312-C.E.I.P. EL MAYORAZGO,00597038-EDUCACIÓN PRIMARIA,4
4805,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603312-C.E.I.P. EL MAYORAZGO,11597034-EDUC. FISICA (PRIMARIA)- BILINGÜE INGLÉS,1
4806,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603312-C.E.I.P. EL MAYORAZGO,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,3
4807,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603427-C.E.I.P. GINER DE LOS RÍOS,00597031-EDUCACIÓN INFANTIL,7
4808,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603427-C.E.I.P. GINER DE LOS RÍOS,00597032-LENGUA EXTRANJERA-INGLÉS,2
4809,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603427-C.E.I.P. GINER DE LOS RÍOS,00597033-LENGUA EXTRANJERA-FRANCÉS,1
4810,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603427-C.E.I.P. GINER DE LOS RÍOS,00597034-EDUCACIÓN FÍSICA,1
4811,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603427-C.E.I.P. GINER DE LOS RÍOS,00597035-MÚSICA,1
4812,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603427-C.E.I.P. GINER DE LOS RÍOS,00597036-PEDAGOGÍA TERAPÉUTICA,1
4813,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603427-C.E.I.P. GINER DE LOS RÍOS,00597038-EDUCACIÓN PRIMARIA,8
4814,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603476-C.E.I.P. LAS ALBINAS,00597031-EDUCACIÓN INFANTIL,4
4815,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603476-C.E.I.P. LAS ALBINAS,00597032-LENGUA EXTRANJERA-INGLÉS,1
4816,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603476-C.E.I.P. LAS ALBINAS,00597033-LENGUA EXTRANJERA-FRANCÉS,1
4817,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603476-C.E.I.P. LAS ALBINAS,00597034-EDUCACIÓN FÍSICA,1
4818,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603476-C.E.I.P. LAS ALBINAS,00597035-MÚSICA,1
4819,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603476-C.E.I.P. LAS ALBINAS,00597036-PEDAGOGÍA TERAPÉUTICA,1
4820,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11603476-C.E.I.P. LAS ALBINAS,00597038-EDUCACIÓN PRIMARIA,6
4821,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,00590001-FILOSOFIA P.E.S.,1
4822,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,10
4823,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,00590005-GEOGRAFIA E HISTORIA P.E.S.,4
4824,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,00590006-MATEMATICAS P.E.S.,8
4825,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,00590007-FISICA Y QUIMICA P.E.S.,3
4826,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,3
4827,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,00590009-DIBUJO P.E.S.,1
4828,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,00590010-FRANCES P.E.S.,3
4829,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,00590011-INGLES P.E.S.,8
4830,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,00590016-MUSICA P.E.S.,2
4831,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,00590017-EDUCACION FISICA P.E.S.,1
4832,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,2
4833,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,00590019-TECNOLOGIA P.E.S.,2
4834,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,00590061-ECONOMIA P.E.S.,2
4835,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,00590107-INFORMATICA P.E.S.,1
4836,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,00590108-INTERVENCION SOCIOCOMUNITARIA P.E.S.,1
4837,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,00590803-CULTURA CLASICA P.E.S.,1
4838,PROFESORES TEC. DE FORMACION PROFESIONAL,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,00591225-SERVICIOS A LA COMUNIDAD P.T.F.P.,2
4839,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,00597027-EDUCACIÓN FÍSICA (SECUNDARIA),1
4840,MAESTROS,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,00597060-PEDAGOGÍA TERAPÉUTICA ESO,2
4841,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,11590001-FILOSOFIA (INGLES) P.E.S.,1
4842,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,3
4843,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,11590006-MATEMATICAS (INGLES) P.E.S.,2
4844,PROFESORES DE ENSEÑANZA SECUNDARIA,CÁDIZ,CHICLANA DE LA FRONTERA,11700123-I.E.S. HUERTA DEL ROSARIO,11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.,1
